path,classification,owner,old_lifecycle,reason,imported_by,archive_destination,git_blob_sha,bytes,sha256,replacement_or_current_authority,removal_safety
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-06.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-06.json,8bbea22e667f9248fab6c1fbf36c227483f50d54,2484,E6C1DF55A11999CB9B563E6A2FC3189C1FDED69CE2E6BF660C66313C3A06B600,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-07.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-07.json,b44d6c95f600570782638696a33f9778d8474c1f,3580,40DC7401A778B27A87FF22C94CAC6162176BC872566CC88B0E0336BAFA1DB86A,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-08.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-08.json,45f2f2d703dced922fca64e0d61e20b7e394d08e,1931,1D3E3CBE3653BDF363084E8AF6D5280232B84736D588B97EBD08B667E27B8202,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-09.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-09.json,9a52697766e730bd1601e7f07e9896a0f9eee0e6,2549,F691085BE113FCF1E194516765B1B7F92D58C37A8A8B97F66DDEC1DE1CB8710F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-10.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-10.json,844cb377fbba8671c95710369f62ff5f199350a6,3502,4152134E38B92EC967483418A16D721E241C78BC4B47A9743A65F6704E58DFD5,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-11.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-11.json,0ae3b5c4a26e1cb65d0090c7d0d75976e3eda247,4289,B0B0BC0A2DEB737DBE1A13F37210005E78BC88FDF2DCD39A315FD66B4C79578F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-12.json,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/openclaw_formation/runs/round-3/aold-r3-12.json,3363fdccb7b5122ee5a11c93d898e2660a409a6e,2980,9DCFB3681A5C011E5DC4136DD0B933231F0D22236A49B44C5668E910D5D22E46,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/openclaw_formation/validate_live_plugin_evidence.py,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,2aced25bd6ca9a0f22ea487454771be878dadd7e,3514,F78171265D90454593B3CBD7C0A7CC46D22E2930034490E02CA8787DAA8FC559,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/recall_lens/freeze_provider_long_arm_attempt.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/freeze_provider_long_arm_attempt.py,bc7cb60117a4249cff52f58c478a6ca275ad9cd3,8289,9E2B6952254343A0C3D655AC2F4EAF6A1B06BB2C165DBDFF86188D75981028A4,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/freeze_rev3_live_growth.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/freeze_rev3_live_growth.py,f6ca4d84f0391302b50f5fcb3eed89c594d74140,7700,F4894F531C4C7924C9D1EE2869E86AF96090ABAF77214A4546E3DF16833B10F8,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/rev5_metric_truth.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/rev5_metric_truth.py,fe81d4cb2e769fbd12a867319d9f76c9a20b71c2,2066,BACD0BF1EBF8ADFF3359132A8E5FF6649FD8AAAB66E573860B7A3386BB1B30AE,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_deterministic_self_play.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_deterministic_self_play.py,683b75c5eee31271fae8014fff73c5c5c35f6558,266,F0052F8D873D04B04D62FB4DD05909B952C5E67F2A231CAE8EF0F599FD8773BB,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_provider_causal_writer_field_reader_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_provider_causal_writer_field_reader_validation.py,7edf36e95972d099e070a8bad4868448043b6608,29945,86253A19ABFC882A65A34981C12A60A0D781F1B0AD9AE6EF8D1F1B4331A01437,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_provider_writer_reader_critic_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_provider_writer_reader_critic_validation.py,9a3cdfc4a92ce8cdefa4a461ab3789ec79d612ae,13381,4A388C82A42A8291F9AEC84163F4F5992D91C302294BC12C8243496C8069A742,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_rev3_live_chat_growth.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_rev3_live_chat_growth.py,2b6a24fb44fc0e229d012b1a13f3b04034b1f554,3258,1EBFFA0CDB3EFE48A495D1D6BC8D02F2E8F056FA3E8CD6633EB385D56DC14B2B,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_rev3_relation_entry_causal_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_rev3_relation_entry_causal_validation.py,c17b359fee4c8d4ee87e02ea1adb3ac80db05f30,25199,BCB37A7A0E978C68770085974B53CC6C7D3E8CB53B3368344B1E447D2DD1DF6D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_rev5_main_agent_scale_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_rev5_main_agent_scale_validation.py,b4996c68237aa69844a7fbae7b611e7db3324019,15581,782C34276DF9285B96FB8800DD93C585A3F0739DE9921C713CB418FB757A6A8C,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_synthetic_lens_contract_conformance.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_synthetic_lens_contract_conformance.py,27c6b59dea6456752c9f7d2c0fb3e36e53f0ca9b,5255,22C995C00826337BDBC9D9180ED979F2EDF42524F6F8F7EF8E23B7DA0EEF0E3D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_synthetic_long_arm_conformance.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_synthetic_long_arm_conformance.py,430b349477124adfa2f5180c0519172de9962b52,7047,B3F10260FF47E9E0322C7B7EB476DC38DF99AF1A69813F36382714C0F9063554,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_tokyo_time_weather_observation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_tokyo_time_weather_observation.py,450d50bd0d669d6c265c8f1ccf06a0d0397bd238,253,8FF29BCC346A9263D2CC2FC892945194651BF1D65CAAC7F2646DCBE706F7008D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_v311r4_contextual_live_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/recall_lens/run_v311r4_contextual_live_validation.py,dba49f76199eec1056668c315565da4ef8f0c26c,18070,1336FC60C28430398456188B459C8542D4FB3E377CF3DE4E7DE306D00AB151EC,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/recall_lens/run_v311r61_active_pipeline_gate.mjs,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,2aaaea4a16d5c11d773d27967d3bf003fc77921e,6962,A4D2435EF30C68AB5F31AF064D6679FE7569B96F5FAB4739C4E49F0051FB8964,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/recall_lens/run_v311r61_capture_pipeline_validation.mjs,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,fc85efd45b34887b0c225c268e4cd3e767cb1486,4438,AD5F499862403A3E76CDFB4074CD2F7AE0590B63CE3352E491921EE998E1BC3D,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/recall_lens/run_v311r61_offline_validation.py,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,4e238bef0139d1f0c53767f47ca52a6254961224,4679,01111BAE299901ED728A2B92F345C4F4EEF4038329FB068BE323A455050F8E17,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/recall_lens/run_v311r61_python_import_gate.py,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,b4d20dd13af9e4e63cb4db719f6c51cb863d80de,1980,F053957643CDB9B8F830A32C90B48257854EF043960210D64501F925BB6B1283,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/recall_lens/run_v311r6_content_neutral_memory_validation.py,KEEP_ACTIVE,LAB,ACTIVE,"Current active implementation, test, fixture, distribution, or governance authority.",,,a0c6285976d2e4fdeb7dd1ca1cc29d5779f8c9ca,10971,01208624F4366AE80782B46C5436961F594F78B8274B5EA90D0581CC34BB3AB8,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/README.md,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,3be4d071e6ae49f0f498eacaab719e6660026155,665,ED90B50DC33FF20E2F6E6FC47BD2F56664D6D2260A3475A76C85564CE88EFCCF,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/corpus_support.py,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,e3577a340c3633bbefc85bddc1fc1ac953eb55de,2052,2B6890F88F38B78C1160A39F89EC5C9766E2A298B079DD9B25706BEFDB4DC71B,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/datasets/statement_formation_v1.jsonl,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,0bf2e96ae9cf7ab74a26dc4e045a396255c89fe1,78543,BCB6F07C66DD7D8DC7E323DD41148B1D90FF251C9D4D402F2E48C8E7489CB4A9,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/evaluate_fixture_decisions.py,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,72eace39de926ed99373e629d84c266ad8b07f83,4623,4D8A10941B4E7B660FAEC686BBDA349524EF36B7A2D74757D8A7160A2A0AD260,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/fixtures/decision_proposals_v1.json,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,76a2af55d8ee05b7ca9b2c1221cd99c20d068f96,6315,7556B939601454D55942752DB95B504167CB5F60D98AB02BBA512D0D1156F0BD,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/schema/statement_formation_case_v1.json,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,7969434ad8af61f5f96ac4ed1f2f3a2f14b4579f,309,64B9F75A9D19E8BE0B69A1D00901155B7D9F5B7BD73D8AFDA011A5D79CB9C8BB,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/statement_formation/validate_corpus.py,KEEP_LEGACY_REGRESSION,LAB,MIGRATION_ASSET,Retained migration or compatibility asset; removal is not authorized by this curation gate.,,,77911ad6cdfd64832ed18ce2ca629a21e18c3c6f,2091,31FEFD645CBD678ADF5242CD9C5A551439CBB222A81076763B8B18F994CF8252,,RETAIN_IN_ACTIVE_TREE
lab/nollm-lab/tests/test_atomic_growth_evidence.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_atomic_growth_evidence.py,f46ac49aca39add9dedab0de9da70a59338be02c,4618,3458AC2BD15A8481EE4B6DDB212F255BAE1F39FAE86C372A532328434CB43ED1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_bounded_approximate_coverage_calibration.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_bounded_approximate_coverage_calibration.py,56cda618033a332b0e14a265ff7d5605a33e05a9,979,2B680445483C9C70BBA90243C7607010BFE5601BE294CAA2D3FC39645C8E1800,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_bounded_approximate_workspace_migration.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_bounded_approximate_workspace_migration.py,9f6c96c00abb794efcb6e1b906e7d49c04a94e18,3056,0E6AC3EE070AA829D6540A539359BC25796AA7F2D5875DC18DF8900279BD7991,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_broad_residue_coverage_calibration.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_broad_residue_coverage_calibration.py,dc79e6ada4450789d2b06b605190dd9b29971ca2,1400,560621C5716AE8705B0E6223A8CC71E63223064AE56DD53DE818C970B6F424E4,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_dense_live_state_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_dense_live_state_validation.py,29649559e38e11dcff2b702a068d20ed57543127,1905,8C62CE8A0619E1CFB96348F7E3E4A374D0E4F64435505D49BA431920CE8278BF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_dense_locality_surface_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_dense_locality_surface_validation.py,519bfb979bbc9dba2106459be9d2c583004b5798,994,C36FEB0D791D3C4C777E24458A5773799A91A9D01DDA53D72E42EAB5627E0993,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_dense_single_entry_recall_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_dense_single_entry_recall_validation.py,959ad6f36a2f06125d1b558e8160cef9980ab757,998,8B7D3EC308080075B2C99B753098AF08BA2C7B524BBCC6457C0DD1A9FF853D85,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_live_evidence_freeze_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_live_evidence_freeze_validation.py,768e8a5f0906f09f1351fb1fc92ccfdd23e9ddfe,1811,043C047C4D9FBDBE37D9B82DD1821979530107968B930EA599C0221C97F6AEAE,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_p1_dual_fact_repair_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_p1_dual_fact_repair_validation.py,d2027748883e4eadf3b6874bbbd4d1029142b90e,2266,0064EF60E0F8CE2DD9881BA831ADA013C75F87EC7DE2810A9F3BABB982D6CC4F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_provider_causal_writer_field_reader_validation.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_provider_causal_writer_field_reader_validation.py,25ab2d7e216d6dcc9eaf02a8ddaf7bc58ccbd2ab,2653,6B21E2BA93BB0C1CB5CB451F6B2BD32F5180DF6FFEE855C8CB58EC78DB16104E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_provider_long_arm_attempt_freeze.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_provider_long_arm_attempt_freeze.py,149a12dba2542f1b9416c4cc6cf01c3d084d61ab,921,BDD9772C924B154470921FCE20EFCEC41E1F541F9435B2D96151BF55A64F4ACD,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_recall_lens_self_play.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_recall_lens_self_play.py,a45ca067566a90a0fa9fd8ceef46ce8d55b8ed2c,1284,146C570A9EED999836AE44AFF4E4F618E6DC6FECEF1F9D20931DAF23CE03C5BF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_rev3_baseline_negative_fixtures.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_rev3_baseline_negative_fixtures.py,2f55c7140322a6067e919f81e056a189ac298a59,969,C832C6191EF1FFD7B4196B7F43B4DABA90A5853492A07FA4EB4139B775537483,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_rev3_fast_recall_large_field.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_rev3_fast_recall_large_field.py,5f13f1735b8615f415a31301477531ba18496502,1108,490026BAC9490BAFBF298BE068DD89B5DDD0B9772F94EB36287D3174D52D4058,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
lab/nollm-lab/tests/test_rev3_live_growth_freeze.py,ARCHIVE_HISTORICAL,LAB,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::lab/nollm-lab/tests/test_rev3_live_growth_freeze.py,39c732854942d21b3ae507cee7ac19371d3d02e7,1015,DC7CF7474108FD6CE0547B5DC27779F649FE1CD5745D7795E095EF1BA5E94AF3,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
